1 0 547290 


2 .2 86271.1 
2 1.2 460994 


4 .4 43065.1 
4 1.4 43385.9 
4 2.4 230587 
4 3.4 230728 


8 .6 113.186 
8 1.6 262.033 
8 2.6 42953.4 
8 3.6 43120.9 
8 4.6 156677 
8 5.6 156840 
8 6.6 73851.5 
8 7.6 73890.1 


16 .8 4.273 
16 1.8 109.384 
16 2.8 258.102 
16 3.8 4.307 
16 4.8 8.06 
16 5.8 42909.5 
16 6.8 43083 
16 7.8 8.068 
16 8.8 9167.7 
16 9.8 147415 
16 10.8 147550 
16 11.8 9210.39 
16 12.8 10.876 
16 13.8 73773 
16 14.8 73869.1 
16 15.8 10.918 


